locker_id,zone_id,transport_cost_per_parcel,travel_minutes
L027,Z101,2.85,18
L027,Z102,1.14,23
L027,Z103,1.41,28
L027,Z104,1.68,33
L027,Z105,1.95,38
L027,Z106,2.22,43
L027,Z107,2.49,10
L027,Z108,2.76,15
L027,Z109,1.05,20
L027,Z110,1.32,25
L027,Z111,1.59,30
L027,Z112,1.86,35
L027,Z113,2.13,40
L027,Z114,2.4,45
L027,Z115,2.67,12
L027,Z116,2.94,17
L027,Z117,1.23,22
L027,Z118,1.5,27
L027,Z119,1.77,32
L027,Z120,2.04,37
L028,Z001,2.04,19
L028,Z002,2.31,24
L028,Z003,2.58,29
L028,Z004,2.85,34
L028,Z005,1.14,39
L028,Z006,1.41,44
L028,Z007,1.68,11
L028,Z008,1.95,16
L028,Z009,2.22,21
L028,Z010,2.49,26
L028,Z011,2.76,31
L028,Z012,1.05,36
L028,Z013,1.32,41
L028,Z014,1.59,8
L028,Z015,1.86,13
L028,Z016,2.13,18
L028,Z017,2.4,23
L028,Z018,2.67,28
L028,Z019,2.94,33
L028,Z020,1.23,38
L028,Z021,1.5,43
L028,Z022,1.77,10
L028,Z023,2.04,15
L028,Z024,2.31,20
L028,Z025,2.58,25
L028,Z026,2.85,30
L028,Z027,1.14,35
L028,Z028,1.41,40
L028,Z029,1.68,45
L028,Z030,1.95,12
L028,Z031,2.22,17
L028,Z032,2.49,22
L028,Z033,2.76,27
L028,Z034,1.05,32
L028,Z035,1.32,37
L028,Z036,1.59,42
L028,Z037,1.86,9
L028,Z038,2.13,14
L028,Z039,2.4,19
L028,Z040,2.67,24
L028,Z041,2.94,29
L028,Z042,1.23,34
L028,Z043,1.5,39
L028,Z044,1.77,44
L028,Z045,2.04,11
L028,Z046,2.31,16
L028,Z047,2.58,21
L028,Z048,2.85,26
L028,Z049,1.14,31
L028,Z050,1.41,36
L028,Z051,1.68,41
L028,Z052,1.95,8
L028,Z053,2.22,13
L028,Z054,2.49,18
L028,Z055,2.76,23
L028,Z056,1.05,28
L028,Z057,1.32,33
L028,Z058,1.59,38
L028,Z059,1.86,43
L028,Z060,2.13,10
L028,Z061,2.4,15
L028,Z062,2.67,20
L028,Z063,2.94,25
L028,Z064,1.23,30
L028,Z065,1.5,35
L028,Z066,1.77,40
L028,Z067,2.04,45
L028,Z068,2.31,12
L028,Z069,2.58,17
L028,Z070,2.85,22
L028,Z071,1.14,27
L028,Z072,1.41,32
L028,Z073,1.68,37
L028,Z074,1.95,42
L028,Z075,2.22,9
L028,Z076,2.49,14
L028,Z077,2.76,19
L028,Z078,1.05,24
L028,Z079,1.32,29
L028,Z080,1.59,34
L028,Z081,1.86,39
L028,Z082,2.13,44
L028,Z083,2.4,11
L028,Z084,2.67,16
L028,Z085,2.94,21
L028,Z086,1.23,26
L028,Z087,1.5,31
L028,Z088,1.77,36
L028,Z089,2.04,41
L028,Z090,2.31,8
L028,Z091,2.58,13
L028,Z092,2.85,18
L028,Z093,1.14,23
L028,Z094,1.41,28
L028,Z095,1.68,33
L028,Z096,1.95,38
L028,Z097,2.22,43
L028,Z098,2.49,10
L028,Z099,2.76,15
L028,Z100,1.05,20
L028,Z101,1.32,25
L028,Z102,1.59,30
L028,Z103,1.86,35
L028,Z104,2.13,40
L028,Z105,2.4,45
L028,Z106,2.67,12
L028,Z107,2.94,17
L028,Z108,1.23,22
L028,Z109,1.5,27
L028,Z110,1.77,32
L028,Z111,2.04,37
L028,Z112,2.31,42
L028,Z113,2.58,9
L028,Z114,2.85,14
L028,Z115,1.14,19
L028,Z116,1.41,24
L028,Z117,1.68,29
L028,Z118,1.95,34
L028,Z119,2.22,39
L028,Z120,2.49,44
L029,Z001,2.49,26
L029,Z002,2.76,31
L029,Z003,1.05,36
L029,Z004,1.32,41
L029,Z005,1.59,8
L029,Z006,1.86,13
L029,Z007,2.13,18
L029,Z008,2.4,23
L029,Z009,2.67,28
L029,Z010,2.94,33
L029,Z011,1.23,38
L029,Z012,1.5,43
L029,Z013,1.77,10
L029,Z014,2.04,15
L029,Z015,2.31,20
L029,Z016,2.58,25
L029,Z017,2.85,30
L029,Z018,1.14,35
L029,Z019,1.41,40
L029,Z020,1.68,45
L029,Z021,1.95,12
L029,Z022,2.22,17
L029,Z023,2.49,22
L029,Z024,2.76,27
L029,Z025,1.05,32
L029,Z026,1.32,37
L029,Z027,1.59,42
L029,Z028,1.86,9
L029,Z029,2.13,14
L029,Z030,2.4,19
L029,Z031,2.67,24
L029,Z032,2.94,29
L029,Z033,1.23,34
L029,Z034,1.5,39
L029,Z035,1.77,44
L029,Z036,2.04,11
L029,Z037,2.31,16
L029,Z038,2.58,21
L029,Z039,2.85,26
L029,Z040,1.14,31
L029,Z041,1.41,36
L029,Z042,1.68,41
L029,Z043,1.95,8
L029,Z044,2.22,13
L029,Z045,2.49,18
L029,Z046,2.76,23
L029,Z047,1.05,28
L029,Z048,1.32,33
L029,Z049,1.59,38
L029,Z050,1.86,43
L029,Z051,2.13,10
L029,Z052,2.4,15
L029,Z053,2.67,20
L029,Z054,2.94,25
L029,Z055,1.23,30
L029,Z056,1.5,35
L029,Z057,1.77,40
L029,Z058,2.04,45
L029,Z059,2.31,12
L029,Z060,2.58,17
L029,Z061,2.85,22
L029,Z062,1.14,27
L029,Z063,1.41,32
L029,Z064,1.68,37
L029,Z065,1.95,42
L029,Z066,2.22,9
L029,Z067,2.49,14
L029,Z068,2.76,19
L029,Z069,1.05,24
L029,Z070,1.32,29
L029,Z071,1.59,34
L029,Z072,1.86,39
L029,Z073,2.13,44
L029,Z074,2.4,11
L029,Z075,2.67,16
L029,Z076,2.94,21
L029,Z077,1.23,26
L029,Z078,1.5,31
L029,Z079,1.77,36
L029,Z080,2.04,41
L029,Z081,2.31,8
L029,Z082,2.58,13
L029,Z083,2.85,18
L029,Z084,1.14,23
L029,Z085,1.41,28
L029,Z086,1.68,33
L029,Z087,1.95,38
L029,Z088,2.22,43
L029,Z089,2.49,10
L029,Z090,2.76,15
L029,Z091,1.05,20
L029,Z092,1.32,25
L029,Z093,1.59,30
L029,Z094,1.86,35
L029,Z095,2.13,40
L029,Z096,2.4,45
L029,Z097,2.67,12
L029,Z098,2.94,17
L029,Z099,1.23,22
L029,Z100,1.5,27
L029,Z101,1.77,32
L029,Z102,2.04,37
L029,Z103,2.31,42
L029,Z104,2.58,9
L029,Z105,2.85,14
L029,Z106,1.14,19
L029,Z107,1.41,24
L029,Z108,1.68,29
L029,Z109,1.95,34
L029,Z110,2.22,39
L029,Z111,2.49,44
L029,Z112,2.76,11
L029,Z113,1.05,16
L029,Z114,1.32,21
L029,Z115,1.59,26
L029,Z116,1.86,31
L029,Z117,2.13,36
L029,Z118,2.4,41
L029,Z119,2.67,8
L029,Z120,2.94,13
L030,Z001,2.94,33
L030,Z002,1.23,38
L030,Z003,1.5,43
L030,Z004,1.77,10
L030,Z005,2.04,15
L030,Z006,2.31,20
L030,Z007,2.58,25
L030,Z008,2.85,30
L030,Z009,1.14,35
L030,Z010,1.41,40
L030,Z011,1.68,45
L030,Z012,1.95,12
L030,Z013,2.22,17
L030,Z014,2.49,22
L030,Z015,2.76,27
L030,Z016,1.05,32
L030,Z017,1.32,37
L030,Z018,1.59,42
L030,Z019,1.86,9
L030,Z020,2.13,14
L030,Z021,2.4,19
L030,Z022,2.67,24
L030,Z023,2.94,29
L030,Z024,1.23,34
L030,Z025,1.5,39
L030,Z026,1.77,44
L030,Z027,2.04,11
L030,Z028,2.31,16
L030,Z029,2.58,21
L030,Z030,2.85,26
L030,Z031,1.14,31
L030,Z032,1.41,36
L030,Z033,1.68,41
L030,Z034,1.95,8
L030,Z035,2.22,13
L030,Z036,2.49,18
L030,Z037,2.76,23
L030,Z038,1.05,28
L030,Z039,1.32,33
L030,Z040,1.59,38
L030,Z041,1.86,43
L030,Z042,2.13,10
L030,Z043,2.4,15
L030,Z044,2.67,20
L030,Z045,2.94,25
L030,Z046,1.23,30
L030,Z047,1.5,35
L030,Z048,1.77,40
L030,Z049,2.04,45
L030,Z050,2.31,12
L030,Z051,2.58,17
L030,Z052,2.85,22
L030,Z053,1.14,27
L030,Z054,1.41,32
L030,Z055,1.68,37
L030,Z056,1.95,42
L030,Z057,2.22,9
L030,Z058,2.49,14
L030,Z059,2.76,19
L030,Z060,1.05,24
L030,Z061,1.32,29
L030,Z062,1.59,34
L030,Z063,1.86,39
L030,Z064,2.13,44
L030,Z065,2.4,11
L030,Z066,2.67,16
L030,Z067,2.94,21
L030,Z068,1.23,26
L030,Z069,1.5,31
L030,Z070,1.77,36
L030,Z071,2.04,41
L030,Z072,2.31,8
L030,Z073,2.58,13
L030,Z074,2.85,18
L030,Z075,1.14,23
L030,Z076,1.41,28
L030,Z077,1.68,33
L030,Z078,1.95,38
L030,Z079,2.22,43
L030,Z080,2.49,10
L030,Z081,2.76,15
L030,Z082,1.05,20
L030,Z083,1.32,25
L030,Z084,1.59,30
L030,Z085,1.86,35
L030,Z086,2.13,40
L030,Z087,2.4,45
L030,Z088,2.67,12
L030,Z089,2.94,17
L030,Z090,1.23,22
L030,Z091,1.5,27
L030,Z092,1.77,32
L030,Z093,2.04,37
L030,Z094,2.31,42
L030,Z095,2.58,9
L030,Z096,2.85,14
L030,Z097,1.14,19
L030,Z098,1.41,24
L030,Z099,1.68,29
L030,Z100,1.95,34
L030,Z101,2.22,39
L030,Z102,2.49,44
L030,Z103,2.76,11
L030,Z104,1.05,16
L030,Z105,1.32,21
L030,Z106,1.59,26
L030,Z107,1.86,31
L030,Z108,2.13,36
L030,Z109,2.4,41
L030,Z110,2.67,8
L030,Z111,2.94,13
L030,Z112,1.23,18
L030,Z113,1.5,23
L030,Z114,1.77,28
L030,Z115,2.04,33
L030,Z116,2.31,38
L030,Z117,2.58,43
L030,Z118,2.85,10
L030,Z119,1.14,15
L030,Z120,1.41,20
